index,review,true_label,predicted_label,confidence,prob_negative,prob_positive,Noise Narrator 1,Noise Narrator 2,XOR,Final Decision
355,“الغرفه ضيقه”. . عدم وجود مساحه كافيه في الغرفه بختصار الغرفه ضيقه,Positive,Negative,0.975482464,0.975482464,0.024517542,TRUE,TRUE,TRUE,TRUE
7333,“مقبول”. . اضائه الغرفه منخفظه جدا.لايوجد خرطوم ماء للمرحاض,Positive,Negative,0.973625004,0.973625004,0.026375024,FALSE,FALSE,TRUE,FALSE
9073,“مقبول”. . المبالغه في الضرايب باضافه ضريبه تختلف عن ضريبه ال ٢٠٪‏ والغريب يقال لي انه ضريبه لكل غرفه في الشقه ٢٠ درهم حيث اني اسكن اكبر شقه تحتوي علي ٣ غرف نوم يساوي لجميع الغرف ٦٠ درهم 😊,Positive,Negative,0.972160995,0.972160995,0.027839029,FALSE,TRUE,FALSE,'Not Sure'
7326,“السلام عليكم”. اعجبني الهدو. التكييف سئ جدا الافطار دون المتوسط المواقف قليله,Positive,Negative,0.971537113,0.971537113,0.028462935,FALSE,TRUE,FALSE,'Not Sure'
10419,“عادي جدا”. المسبح ممتاز جدا حيث يوجد مسبحين واحد حار والثاني بارد ونظافه مستمره ومطعم ايطالي ممتاز جدا. غرفه اللي عندهم ضيق جدا انترنت ضعيف جدا لا يمكن تغطيت منتجع كامل استقبال المطعم بوفيه اخلاق سيئه اعتقد عماله ليباليه او فلبيني,Positive,Negative,0.966571033,0.966571033,0.033428993,TRUE,TRUE,TRUE,TRUE
8857,“اتمني تغير طاقم خدمه الغرف”. الافطار جيد نوعا مااما بالنسبه للاسره فهي مريحه. لقد اقمنا في الفندق ليلتين وطيل اقامتنا طلبنا بعض الكماليات مثل طاوله كوي ومكوي وتواصلنا مع خدمه الغرف والاستقبال ويعدونا بانها ستصل خلال بضع دقائق وولمتصل حتي المغادره.,Positive,Negative,0.966430962,0.966430962,0.033569094,TRUE,FALSE,FALSE,'Not Sure'
7287,“القيمه مبالغ فيها”. القيمه مبالغ فيها معني زبون دائم في هل الفندق من 8 سنوات وانا انزل فيه وشكراا. القيمه مبالغ فيها معني زبون دائم في هل الفندق من 8 سنوات وانا انزل فيه وشكراا,Positive,Negative,0.9659006,0.9659006,0.034099385,FALSE,FALSE,TRUE,FALSE
7580,“فندق غريب”. نظام السكن روعه. نظام الفندق مبالغ فيه في انظمه الفنادق في دبيمبلغ التامين لم يسترد الي الان مع العلم حجزت في فندق اخر ولم ياخذ تامين,Positive,Negative,0.965439022,0.965439022,0.03456099,TRUE,FALSE,FALSE,'Not Sure'
8318,“يحتاجون اليه عمل جديده وتنظيم”. الهدوء بين الغرف. الفوضي في الاوراق توقع علي الف ورقه مع العلم اني كنت دافع مبلغ تحت الحساب لكي ارتاحتفاجاه اني يجب ان اوقع واحيان يجب ان ادفع الخلاصه استرجعت نصف المبلغ الي تحت الحساب لان المطعم لا يقبل تحويل علي حساب الغرفه الكوي ايضا و و,Positive,Negative,0.964889586,0.964889586,0.035110455,TRUE,FALSE,FALSE,'Not Sure'
2980,“كنت هناك”. جون اافريقي صعب التعاامل في الفتره المسائيه المفروض صباحي الشفت تبعو عشان الناس تشوفو. عدم احترام الزوار والدخول,Positive,Negative,0.963435948,0.963435948,0.036564033,TRUE,TRUE,TRUE,TRUE
4609,"“اقامه جيده ولا اعتقد انها ستتكرر باذن الله”. اعجبني بالاثاث جديد ،، وسعره جيد. للاسف مافيه عوازل ، ريحته دخان تكتم في اغلب الوقت ، موقعه بعيد من الحرم مشي واجهت صعوبه .",Positive,Negative,0.959998846,0.959998846,0.040001191,FALSE,TRUE,FALSE,'Not Sure'
7328,“جيد”. . حجزت غرفه لمدخنين وتفاجات اليوم اللي بعده انه موظف الاستقبال يقول لي جارك متضايق مع انه هذي مشكلتهم وقت الحجز موشغلي ومحد قال لهم يسكنوني جمب واحد يكح كل شويه,Positive,Negative,0.959859192,0.959859192,0.040140826,FALSE,FALSE,TRUE,FALSE
5658,“الخدمه المقدمه لاتساوي المبلغ المدفوع”. الفندق نظيف المناظر جميله. الموظفين بشكل عام التعامل باسلوب لايليق بفندق 5 نجوم وبشكل خاص الموظف عند الاستقبال لم يجد التعامل في تقديم الخدمه,Positive,Negative,0.957815647,0.957815647,0.042184342,FALSE,TRUE,FALSE,'Not Sure'
5466,“مناسب نوعا ماء”. مظهر الغرفه بشكل عامه. النظافه,Positive,Negative,0.956543565,0.956543565,0.043456402,FALSE,FALSE,TRUE,FALSE
5058,“مريح”. تعاون الموظفين. لا يوجد غساله ملابسحمام واد في شقه من غرفتين وصالهافياش الكهرباء قديمه لا تدعم الشواحن الجديده,Positive,Negative,0.956028819,0.956028819,0.043971177,FALSE,FALSE,TRUE,FALSE
9187,“الفندق وسط”. الاطلاله علي البحيره وعلي الابراج. الواي فاي ضعيف جدا جدا عدم المصداقيه كنت حاجز عرفه مطله عن طريق البكنج وعطوني غرفه مطله علي الشارع وبعد ما تبين انه انا حاجز عن طريق البكنج غيرو العرفه الي مطله علي البحيره,Positive,Negative,0.95601368,0.95601368,0.043986358,FALSE,FALSE,TRUE,FALSE
2008,“جيده لكن لن اكررها”. نظافه الفندق وتصميم الغرفه. في اللوبي بار مكشوف والاصوات الموسيقي عاليه لايصلح للعوائل الخليجيه المحافظه,Positive,Negative,0.953488827,0.953488827,0.046511211,FALSE,TRUE,FALSE,'Not Sure'
3810,"“جيد ويمكن ان يمون افضل”. . مستوي التنظيف ، اخر يوم اصبحت رائحه المكان ييئه بسبب المنشفه المستخدمه لمسح الارضيهايضا المناشف بدورات المياه تبدو مستهلكه",Positive,Negative,0.952319503,0.952319503,0.047680479,FALSE,TRUE,FALSE,'Not Sure'
9220,“دبي 2014”. الموقع ممتاز. ليست به مرافق تخدم المسافر,Positive,Negative,0.95096308,0.95096308,0.049036879,FALSE,FALSE,TRUE,FALSE
7189,“اقامه جيده نوعا ما”. . وجود فتيات يترددن علي شباب منظر لا يناسب ان يشاهده الاطفال و وجود عزاب في شقق مفروشه,Positive,Negative,0.949243069,0.949243069,0.050756976,FALSE,FALSE,TRUE,FALSE
8415,“مقبول عموما بس”. . ديزاين المروش خطا... الماء يسيح من تحت باب المروش عالغرفه..!!,Positive,Negative,0.945775926,0.945775926,0.054224011,FALSE,TRUE,FALSE,'Not Sure'
1846,“فندق موقعه غلط”. الوايفاي مجانا بالغرف. موقع الفندق بعيد لازم تمشي مسافات بعيده لكل شي,Positive,Negative,0.943599701,0.943599701,0.056400344,TRUE,TRUE,TRUE,TRUE
3028,“اسعار مبالغ فيها”. الهدوء والنظافه. بصراحه السعر مبالغ فيهايضا جميع الخدمات سعرها مرتفع جدا خصوصا خدمه الغرف,Positive,Negative,0.939253867,0.939253867,0.060746137,FALSE,TRUE,FALSE,'Not Sure'
9519,“قريب من الحرم والفرش قديم”. قريب من الحرم. اردت التجديد فطلبوا مني نفس السعر لليله السابقه 1050 ريال فقمت بالحجز عن طريق البوكنج بمبلغ 750,Positive,Negative,0.936020255,0.936020255,0.063979693,TRUE,FALSE,FALSE,'Not Sure'
5577,"“لايوجد مرونه في وجود طفل اضافي بالمطعم رغم وفره الاكل ،،”. . يجب خفض الاسعار لان ابواب الحرم التي امام الفندق مغلقه",Positive,Negative,0.935103297,0.935103297,0.064896658,FALSE,TRUE,FALSE,'Not Sure'
9387,“الموقع جيد مع وجود سوبرماركت وكذلك مغسله ملابس بالمقابل اشاره الدخول للسكن دائما مزحومه”. القرب من الطرق الرئيسيه. اشاره الدخول للسكن دائما زحمه,Positive,Negative,0.933466434,0.933466434,0.066533618,FALSE,FALSE,TRUE,FALSE
4057,“سامي”. قريب من المحلات. الحمام قديم و المكيف احينا يتوقف عن التبريد,Positive,Negative,0.933065534,0.933065534,0.066934459,TRUE,FALSE,FALSE,'Not Sure'
5981,“ايجابيات وسلبيات”. الخصوصيه في دخول الفندق عن طريق باركنات الفندق السفليه. الانتظار الطويل في حال الرجوع للفندق في وقت متاخر من الليل لدخول الباركنات السفليه لعدم وجود رجل الامن الذي يفتح البوابه .,Positive,Negative,0.931995153,0.931995153,0.068004847,TRUE,TRUE,TRUE,TRUE
9397,“الخدمه غير متوقعه”. الموقع ممتاز جدا. صغر الغرفه ودورات المياهوضعف مستوي الخدمه,Positive,Negative,0.926658154,0.926658154,0.073341891,TRUE,TRUE,TRUE,TRUE
1276,“جيد”. التكوولوجي. لا يوجد خصوصيه,Positive,Negative,0.925676584,0.925676584,0.074323423,FALSE,FALSE,TRUE,FALSE
6438,“موفينبيك في عطله العيد”. الموقع والسوق المجاور. صعوبه التوصيل من والي الفدق وليس هناك خدمات توصيل داخليه بالفندق لمن ترك سيارته في مكه عند الوصول للاقامه رغم الحجز المسبق المطعم مزدحم ولايكفي في الفطور لكل الزوار ولايوجد غير مطعم واحد يعمل بالفندق,Positive,Negative,0.917960346,0.917960346,0.082039647,TRUE,FALSE,FALSE,'Not Sure'
645,“الموقع فقط”. موقعه بجانب الحرم وقريب لمدخل النساءوالواي فاي مجاني. المواقف ليست مجانيه و المصاعد وقت الصلاه تاخذ وقت طويل حتي تركب فيها من كثره الزحام السعر في وقت الزحام غالي وجرس الحريق يشتغل في اوقات تزعجك من نومك بدون اي سبب,Positive,Negative,0.915971875,0.915971875,0.084028095,TRUE,TRUE,TRUE,TRUE
5345,“فندق عادي جدا”. تعامل الموظفين جدا رائع. رائحه الصرف الصحي في دوره المياه اعزكم الله,Positive,Negative,0.914923429,0.914923429,0.085076541,FALSE,TRUE,FALSE,'Not Sure'
578,“يجب تغيير طاقم الاستقبال”. اعجبني الموقع. لم يعجبني معامله موظفي الاستقبال خلال تسجيل الدخول والخروج,Positive,Negative,0.912771583,0.912771583,0.087228432,TRUE,FALSE,FALSE,'Not Sure'
7694,“هناك تاخير من الاستقبال عند الدخول”. الموقع.,Positive,Negative,0.911443293,0.911443293,0.088556685,FALSE,TRUE,FALSE,'Not Sure'
2387,“مسافر ترانزيت”. سرعه الشك ان والشك اوت. المطار خارج منطقه الترانزيت,Positive,Negative,0.910734713,0.910734713,0.089265265,FALSE,FALSE,TRUE,FALSE
4618,"“مقبول الي حد ما”. النظافهقربه من المطاروقوعه علي شارع الشيخ زايدواجهته الخلفيه مطله علي الخليج ولو من بعيدفخامته. موظف الاستقبال المصري "" رامي "" سيء ويتكلم بعنجهيه ويحاول رفع السعر بشتي الطرق، بينما يبذل طاقم الاستقبال الاخرون كل ما في وسعهم لخدمه النزيل. ارتفاع السعر مقابل الخدمهموظفو صف السيارات يتاخرون كثيرا في تحريك السيارات من امام بوابه الفندق.",Positive,Negative,0.910682499,0.910682499,0.089317471,TRUE,FALSE,FALSE,'Not Sure'
3007,“السعر مرتفع”. . السعر لا يتناسب مع الفئه,Positive,Negative,0.907317936,0.907317936,0.092682108,TRUE,TRUE,TRUE,TRUE
3108,“مقبول الي حد ماء”. النظافه جيدهالباص الناقل للحرمتعامل موظفي الاستقبال. الواي فاي سئازعاج الاطفال في الممرات لا يوجد خدمه غسيل وكي الملابسقنوات التلفزيون محدوده للغايه,Positive,Negative,0.903184891,0.903184891,0.096815057,TRUE,FALSE,FALSE,'Not Sure'
8451,“لايوجد خدمه غسيل ملابس مستعجل”. موقع الفندق قربه من مستشفي العيون. لايوجد خدمه غسيل للملابس المستعجلهاخذون منك الملابس من الساعه 8 صباحا حتي 5 عصرا فقط,Positive,Negative,0.894821525,0.894821525,0.105178438,FALSE,FALSE,TRUE,FALSE
9615,“جيد ولكن بالامكان احسن مما كان”. . وصول السيارات الي مدخل الفندق.لم تتم الاستفاده من اطلاله الفندق علي البحر بتصميم بلكونه او شرفه لكل غرفه او جناح.,Positive,Negative,0.894085526,0.894085526,0.105914511,FALSE,FALSE,TRUE,FALSE
10084,“لا باس به”. . يوجد فنادق بالخبر تم تجربتها ارخص وافضل,Positive,Negative,0.881860197,0.881860197,0.118139796,FALSE,FALSE,TRUE,FALSE
9002,“كنت اتمني ان اجد فندق ومنتجع راديسون بلو المشهور افضل من ما وجدته”. الافطار جيد جداالشاطيء ممتاز. التاخير في تجهيز الغرف رغم حجزي بواسطه BOOKingايضا السرير غير مريحايضا حجزت غرفه بسرير مزدوج وبقيمه اعلي من غرفه بسريرين منفردين ولكن لم يوفر لي سوي غرفه بسريرين منفردين وتم احتسابها بقيمه الغرفه ذات السرير المزدوجايضا توجد في الغرف كثير من النواقص مثل سجاده صلاه وادوات الحمام,Positive,Negative,0.878779709,0.878779709,0.121220335,TRUE,TRUE,TRUE,TRUE
3245,“السعر مبالغ فيه”. . السعر لا يتناسب مع الغرف جدا عاديه وتحتاج تطوير,Positive,Negative,0.871099591,0.871099591,0.128900379,TRUE,TRUE,TRUE,TRUE
9882,“موقعه ممتاز”. يمنع دخول الزوار و متشددين. النت مش كويسلا يقع علي شارع زايد علي طول لكن خلفه بشارع فقط يعني داخل الحي,Positive,Negative,0.865455091,0.865455091,0.134544849,FALSE,FALSE,TRUE,FALSE
1520,“الفندق نوعا ما جيد بالنسبه الا السعر انصح به”. . المغسله لا تصرف الماء,Positive,Negative,0.85982883,0.85982883,0.14017114,FALSE,FALSE,TRUE,FALSE
8566,“لا باس”. الموقع قريب من كل شي. الغرف صغيره. والنت كل يوم ب ٢٥ درهم,Positive,Negative,0.85470897,0.85470897,0.14529106,FALSE,FALSE,TRUE,FALSE
10310,“الموقع جميل ولكن المنطقه مزحومه وتعتبر مزعجه الي حد ما”. الاستقبال من خارج الفندق الي داخله ممتاز. المسافات بين الفندق والمرافق طويله,Positive,Negative,0.850744069,0.850744069,0.149255916,FALSE,FALSE,TRUE,FALSE
4815,“رحله جميله”. الهدوء والافطار المجاني. مويا مالحهالاثاث والفرش قديم,Positive,Negative,0.84285754,0.84285754,0.15714246,FALSE,FALSE,TRUE,FALSE
4477,“مقبول نوعا ما”. السرير حق ابو نفر واحد كبيرر والموقع ممتاز. الانترنت بفلوس,Positive,Negative,0.838792026,0.838792026,0.161207944,FALSE,FALSE,TRUE,FALSE
4209,“دبي”. . كنا في 3 اجنحه جونيور وهي كبيره وفيها 4 بالغين اضافيين والذي لم يعجبني حقا اننا دفعنا للفطور عنهم كلهم... المال غير مهم و لكن الاسلوب و الطريقه لم تعجبنا بالاضافه الي اننا لسنا من النوع الذي ياكل بنهم.. فلم تعجبني هذه الحركه و اول مره تحصل معنا في اسفارنا !!,Positive,Negative,0.831739783,0.831739783,0.168260261,FALSE,FALSE,TRUE,FALSE
10044,“منتجع لو ميرديان واحه من الجنه”. . الفندق خصم مبلغ 11 الف درهم من حسابي تحت حساب الاقامه وعند الخروج تم احتساب قيمه الفاتوره ب 7506 درهم وللحين وبعد مرور 4 ايام من مغادرتي الفندق لم يتم اعاده باقي 11 الف درهم لحسابي و قد ارسلت ايميل بذلك واتصلت ولكن بدون استجابه وشكرا,Positive,Negative,0.817783713,0.817783713,0.182216242,FALSE,FALSE,TRUE,FALSE
9009,“بوفيه الافطار في رمضان جدا سيء وسعره بالنسبه للخدمه مرتفع جدا”. . الافطار,Positive,Negative,0.811637104,0.811637104,0.188362882,TRUE,FALSE,FALSE,'Not Sure'
182,“رحله الويكند”. . خدمه الاكل وجودتها ليست بالمستوي المطلوب والجيد ووجود اصن صير واحد وصغير,Positive,Negative,0.805856466,0.805856466,0.194143504,TRUE,TRUE,TRUE,TRUE
6918,“الموقع جيد”. الغرف كبيره. رائحه التدخين في الاستقبال منتشره بشكل كبير,Positive,Negative,0.801009476,0.801009476,0.198990539,FALSE,FALSE,TRUE,FALSE
8360,“شكرا”. . صعوبه ايجاد الغرفه من سوء تخطيط الفندق,Positive,Negative,0.779826403,0.779826403,0.220173597,FALSE,FALSE,TRUE,FALSE
8405,"“لايعرف هذا الفندق سائقون التاكسي”. التعامل الجميل من طاقم العمل في كافه المجالات ارجاء الفندق. الحمام ضيق لدرجه انه خانق ولا يمكن استخدامه، ،، وعدم نظافه الغرفه منذ دخولي وحتي خروجي من الفندق",Positive,Negative,0.701525688,0.701525688,0.298474282,FALSE,TRUE,FALSE,'Not Sure'
7632,“جيده نوعا ما”. لذيذ ولكن غير متنوع. الثلاجه لم تكن تعمل وقفل الباب مكسور واستغرق اصلاح الثلاجه اكثر من 24 ساعه,Positive,Negative,0.698714018,0.698714018,0.301285982,FALSE,FALSE,TRUE,FALSE
3294,“متعه + الرتحه”. فساحه الغرف. البطئ في تقديم الخدمات,Positive,Negative,0.692420602,0.692420602,0.307579339,FALSE,FALSE,TRUE,FALSE
5112,“غرفه صغير”. . لم يعجبني حجم الغرفه مع اني حجزت علي اساس ٣ كبار و٢ صغار لكن حجم الغرفه صغير والكنبه فتحت لتصبح سرير وكانت غير مريحه للاطفال,Positive,Negative,0.685579479,0.685579479,0.314420491,TRUE,TRUE,TRUE,TRUE
5982,“مستوي الاقامه عامتا دون السعر المطلوب”. النظافه و الهدوء. المطبخ ليس مزود بالاغراض الاساسيه للمطابخطلبت اقامه لسته اشخاص بالغين و عند الوصول اكتشفه انها لخمس اشخاص كحد اقصي,Positive,Negative,0.606129825,0.606129825,0.393870115,TRUE,FALSE,FALSE,'Not Sure'
829,“يحب فلوس التامين و عدم اعادتها”. . سحب مال التامين و عدم اعادتها,Positive,Negative,0.60313797,0.60313797,0.396862,TRUE,TRUE,TRUE,TRUE
8861,“جيد”. . الاستقبال,Positive,Negative,0.58145988,0.58145988,0.41854015,FALSE,FALSE,TRUE,FALSE
COUNT,,,,,,141,72,61,100,46
,,,,,,,,,,
,,,,,,,,,,
,Narrator 1 Noise %,51%,,"This is the percentage that narrtor 1 believes that it is noise (mislabeled as Positive, where it should be Negative)",,,,,,
,Narrator 2 Noise %,43%,,"This is the percentage that narrtor 2 believes that it is noise (mislabeled as Positive, where it should be Negative)",,,,,,
,Narrotors Agrrement %,33%,,"This is the percentage that both narrotors believe that it is noise  (mislabeled as Positive, where it should be Negative)",,,,,,
,Not Sure Count,41,,This is the count where both narrotors disagree in their opinions,,,,,,
,Not Sure %,29%,,This is the percentage  where both narrotors disagree in their opinions,,,,,,
,Real FN Excl. 'Not Sure',38%,,This is the percentage of Real False Negative Excluding disagree agreement,,,,,,
,Real FN Incl. 'Not Sure',67%,,This is the percentage of Real False Negative Including disagree agreement,,,,,,
