index,review,true_label,predicted_label,confidence,prob_negative,prob_positive,Noise Narrator 1,Noise Narrator 2
9014,“موقع ممتاز”. سعر الفندق جيد والموضفين لطفاء لايفوتكم المسبح باطلاله جميله. الاثاث قديم,Negative,Positive,0.976726055,0.02327393,0.976726055,TRUE,TRUE
8859,“فندق نجوم”. الموقع.,Negative,Positive,0.976497531,0.023502465,0.976497531,TRUE,TRUE
2301,“الاستقبال والترحيب”. الفندق ممتاز. لا شيء,Negative,Positive,0.97621721,0.023782853,0.97621721,TRUE,TRUE
4663,“مسافر دوما للمدينه”. الفندق جيد لمن يريد الحد الادني من اساسيات الاقامه. ضيق الحمام نوعا ماوقدم الاثاث تقريبا,Negative,Positive,0.975902617,0.024097428,0.975902617,FALSE,TRUE
1642,“اقامه ممتازه”. الفطارلذيذ. الانترنيت,Negative,Positive,0.975832582,0.024167398,0.975832582,TRUE,TRUE
9145,“8”. الشقه وسيعه وتمتاز بالنظافه. الموقع واعمال البناء امام الشقق تسبب الازعاج وعدم توفر التكسي بالقرب من المكان,Negative,Positive,0.97572732,0.024272693,0.97572732,TRUE,TRUE
7382,“هدوء رائع”. الخدمه ممتازه من موظفي الاستقبال. متابعه نظافه الغرف غير مرضيه,Negative,Positive,0.975665629,0.024334414,0.975665629,TRUE,FALSE
2916,“جميله لو كان الحمام مكتمل”. نظافه الفندق. النت وسباكه الحمام,Negative,Positive,0.975634158,0.024365857,0.975634158,FALSE,TRUE
5240,“اجمل رحمه بالبشر”. الموقع لسهوله العبادات. ارتفاع اسعار الخدمات بالداخل,Negative,Positive,0.975300908,0.024699032,0.975300908,TRUE,FALSE
7961,“تغيير جو في ظل العائله”. القريه بصفه عامه جميله جدا. ارضيه الغرفه غير مفروشه ولايوجد ميكروويف لتسخين المعجنات وغلاء الاسعار,Negative,Positive,0.974543571,0.025456429,0.974543571,FALSE,TRUE
5569,“ستكون لي خيارات اخري افضل منه”. مستوي الفندق كاعداد جيد و تصميمه جميل و غرفه مناسبه الاتساع و الاثاث جديد و جميل. الافطار كان سيء و باب النافذه متعطل القفل به و مقبض السلامه مكسور و خطر جدا علي الاطفال اعاده ترتيب الغرفه سيء و لا يتم اعاده ملئ الخدمات المجانيه كامله,Negative,Positive,0.974344015,0.025656031,0.974344015,FALSE,FALSE
3722,“اطلاله رائعه عالجبل”. . الغرف المطله علي الجبل غير مذكوره في خيارات بوكينغ,Negative,Positive,0.97419703,0.025802994,0.97419703,TRUE,TRUE
9088,“الموقع المميز”. الموقع مميز بالقرب من محطه مترو صلاح الدين. طلبت ان تكون غرفتي في الادوار العلويه تفاجات حطوني في الدور الثاني والنادي الليلي في الدور الاول وهذا سبب لي الكثير من الازعاج,Negative,Positive,0.974171937,0.025828129,0.974171937,FALSE,FALSE
4711,“هدوء”. الهدوءقرب السوق. لا يوجد,Negative,Positive,0.974016726,0.025983239,0.974016726,TRUE,TRUE
1332,“ممتازه”. النظافه. لايوجد عوازل صوتيه,Negative,Positive,0.97361201,0.026388006,0.97361201,TRUE,FALSE
3862,“طاقم الاستقبال ممتاز”. حسن الاستقبال وتقبل الملاحظات.,Negative,Positive,0.973448515,0.02655142,0.973448515,TRUE,TRUE
2465,“القصيم”. اعجبني السعه في الغرف ٠النظافه في دورات المياه. السرير غير مريح مطلقا وهذا ما جعلني اغادر الشقه . عدم وجود موكيت او بمعني اصح فرشات بالغرف,Negative,Positive,0.973056614,0.026943447,0.973056614,FALSE,FALSE
6926,“لاباس بها”. معامله الموظفين. غلاء الاسعار في الفندق من كل النواحي الاقامه والمعيشه,Negative,Positive,0.972948253,0.027051764,0.972948253,FALSE,TRUE
7403,“كانت اقامه ممتازه”. موقع الفندق والخدمات. لا يوحد,Negative,Positive,0.972807109,0.027192865,0.972807109,TRUE,TRUE
7424,“جناح جونيور”. الجناح واسع ويوجد فيه حمامين منفصلينالنظافه جيدهالموقع جيد وقريب من المطاعم. مواقف السيارات سيئه وظيقه وقليلهلاتوجد غلايه ماء في الجناحالاسعار غاليه,Negative,Positive,0.97241205,0.027587984,0.97241205,TRUE,FALSE
3621,“مكان اقاه فحم بسعر معقول”. الافطار ممتاز واثاث الفندق مريح ونظيف. رائحه التدخين في انحاء الفندق بما فيها الاقسام التي يمنع التدخين فيها,Negative,Positive,0.972015917,0.027984047,0.972015917,TRUE,TRUE
1441,“الاحساء - المنطقه الشرقيه”. . نقل الباصات للحرم لم يكن مرتب و لايستجيب السائق في حال تواجدنا بالموعد يلزم عليهم توفير هذه الخدمه باكمل وجه و ارضا الزائر والانترنت متقطع و احيانا لايشبك,Negative,Positive,0.971170127,0.028829865,0.971170127,FALSE,FALSE
3696,“رحله ايمانيه”. اطلاله جميله علي الحرم. لا يوجد نت,Negative,Positive,0.970700145,0.0292999,0.970700145,TRUE,TRUE
321,“افضل فندق بالوقت الحالي”. . عدو وجود بعض المواد الاستهلاكيه منظف الاذان,Negative,Positive,0.970673501,0.029326513,0.970673501,TRUE,TRUE
9533,"“تقييم المكان”. الموقع وسعه الغرفه. مدخل المكان غير لائق تماما بجانب محلات بيع الماكولات السريعه وهو يختلف عن مدخل الهيلتون الاساسي من السوق!! من اكبر السلبيات والتي لم يتم ذكرهابعد الوصول للدور بالمصعد يتوجب صعود درج دور كامل للوصول للغرفه حيث ان المصاعد لا توصلك للغرفه مباشره وهذي سلبيه كبيره وخصوصا لكبار السن ولم يتم ذكره في الموقع!!السعر لا يختلف عن الهلتون الاساسي مع فارق الفخامه والنظافه والخدمات المقدمه في الهلتون الاساسي، وكلاهم في نفس الموقعرايي الشخصي تدفع زياده وتسكن في الهلتون الاساسي افضل بكثير",Negative,Positive,0.970246673,0.029753292,0.970246673,FALSE,FALSE
4230,“شقه جميله”. حجم الغرفه واسعه ورايق والفطور م جربته. الممرات رخام وهذا مزعج لساكنين الغرف في تسحيب الشنطه يدخل الصوت واللي نومه حساس بيتعب نفسيا والنت جدا سي كل م قفل الجوال لازم تسجل من جديد,Negative,Positive,0.96987915,0.030120878,0.96987915,FALSE,TRUE
10047,“للموقع عنوان”. الموقع .. وخدمه الاستقبال. نظافه الغرف غير مرضيه . حيث اننا وجدنا بالغرفه بقايا طعام .. من قبل ضيف سابق للغرفه,Negative,Positive,0.969830394,0.030169601,0.969830394,FALSE,FALSE
5572,“تمنيت ان يكون افضل”. اثاث الغرفه والهدوء. للاسف فرشاه ومعجون غير موفره وعلب الشامبو والبلسم مستخدمه يوجد النصف في كل علبه ...السيفون لايعمل ...,Negative,Positive,0.969784319,0.030215755,0.969784319,FALSE,FALSE
2525,“السعر مرتفع مقارنه بموقعها”. الاستقبال رائع ونظافه المكان.,Negative,Positive,0.969581068,0.03041894,0.969581068,FALSE,TRUE
4946,“دبي الاجمل”. موقع مميز. الازعاج,Negative,Positive,0.968615115,0.03138493,0.968615115,TRUE,TRUE
4889,“لايوجد سرير للطفل الثالث مع العلم بان الحجز واضح زوجان وثلاثه اطفال ولا يوجد واي فاي داخل الغرفه”. الاستقبال والمواصلات للحرم والمواقف ونظافه الفندق. لايوجد سرير للطفل الثالث مع العلم بان الحجز واضح زوجان وثلاثه اطفال ولا يوجد واي فاي داخل الغرفه,Negative,Positive,0.96843791,0.031562064,0.96843791,FALSE,FALSE
6761,“ان وجدت غيره من نفس الفئه فانت اولي به”. ممتازه كانت خدمه ايقاف السياره. ازعاجنا بالليل لدفع فاتوره العشاء حول المسبح بسبب ارجاعها من مكتب الاستقبال,Negative,Positive,0.968377411,0.031622577,0.968377411,FALSE,FALSE
638,“شكرا دلف”. القيمه الماليه للفندق جيده وقربه من الخدمات مثل السوبر ماركت وايضا الصيدله والمطاعم. عدم الاهتمام في النزيل الواي ضعيف جدا النظافه ليس ولا بد,Negative,Positive,0.967101693,0.032898318,0.967101693,FALSE,TRUE
2358,“رائع”. شرفه البلكونه والهدوء. بعد الغرف عن الرسيبشن,Negative,Positive,0.966040611,0.033959359,0.966040611,TRUE,TRUE
2633,“جيد مرتفع”. قربه من الخدمات ( مطاعم - مراكز تموين - مغاسل ). ضعف خدمه الواي فاي,Negative,Positive,0.965552568,0.034447353,0.965552568,TRUE,TRUE
7671,“قربه من الموول والقطار”. السرير مريح. الزحام في بهو الفندق,Negative,Positive,0.965412259,0.034587745,0.965412259,TRUE,TRUE
3592,“ممتاز لمن لديه عائله”. الموقع وعدم وجود مراقص وبارات. العوازل الخاصه بالصوت وروائح الدخان والمجاري المنبعثه من فتحات التهويه,Negative,Positive,0.964969158,0.035030879,0.964969158,FALSE,TRUE
1600,“القرب من العمل”. الهدوء. المواقف,Negative,Positive,0.964559913,0.035440043,0.964559913,TRUE,TRUE
830,“فندق ايوا”. نظيف. موقع الفندق غير مناسب لانه ازعاج بسبب صوت الطائرات اللي تمر من اعلا الفندقوالسرير ضيق نوعا ماخدمه الواي فاي مرتفعه جدا,Negative,Positive,0.963373244,0.036626771,0.963373244,FALSE,FALSE
2892,“موقع علي الجبل”. هدوء المكان. عدم ذكر ان مكان الفندق علي تله عاليه وصعوبه الصعود للمكان مع عدم تواقر وسيله مواصلات.,Negative,Positive,0.963053048,0.036946908,0.963053048,FALSE,FALSE
9865,“ابو محمد”. كافي كلاريج. الاستقبال نظافه الغرف والموقع,Negative,Positive,0.96181047,0.038189534,0.96181047,TRUE,TRUE
4832,“الصدق”. وسع المكان.. لا يمكن استقبال اي زوار .,Negative,Positive,0.961677253,0.038322769,0.961677253,TRUE,FALSE
4511,“الاهتما”. . بس يعرفوا انو انت حاجز عن طريق البوكنك بصير بدو يعطيك اسوء الغرف و اسوء اطلاله. علما انو الغرف الاخري شاغره,Negative,Positive,0.961276472,0.038723521,0.961276472,FALSE,FALSE
1919,“استجمام”. تعامل الاخ سعيد متعاون وراقي. عدم نظافه الفرشه والشرفه وعدم تصريف دوره المياه وصغر حجم الغرفه,Negative,Positive,0.961114705,0.038885351,0.961114705,TRUE,FALSE
6232,“ممتاز”. ممتاز جدا.,Negative,Positive,0.961091697,0.038908374,0.961091697,TRUE,TRUE
10243,“لاباس به”. موقع الفندق بوسط المدينه وسهوله الوصول لاغلب المناطق بدبي كذلك تراس الشيشه. صعوبهالحصول علي الماء الحار بالحمام كذلك الشطافات جدا سيئه بحاجه للتغيير لنوع اسهل بالاستعمال والثلاجه بالغرفه غيرموصله بالكهرباء فلم نتمكن من تبريد الماء,Negative,Positive,0.960989356,0.039010648,0.960989356,FALSE,FALSE
893,“....”. ............ .............,Negative,Positive,0.960446417,0.039553624,0.960446417,FALSE,TRUE
296,“سكني ب انتور”. . لم يتم توفير بطاقه الدخول للغرفه الا بعد يوم كامل اذا بغيت ادخل الغرفه انا واهلي يطلع معنا الهندي علشان يفتح الباب ببطاقه الماستر وحجتهم يقولون البطاقات خلصت انتظر لين يطلع واحد وناخذ بطاقته ونبرمجها علي غرفتك,Negative,Positive,0.959306777,0.040693298,0.959306777,FALSE,FALSE
491,“شقق فندقيه”. شقق فندقيه يوجد كوفي خارجي تابع للشقق كما يوجد بجوار ها اسواق المزرعه يعتبر السكن بها معقول عزل الصوت ملاحظه مهمه لا يوجد بها عزل الصوت عند مروري بالشقق المجاوره تسمع الاصوات بوضوح ل. لا يوجد بها مناشف ولا صابون,Negative,Positive,0.958410084,0.041589942,0.958410084,FALSE,TRUE
8581,“احجز علي مسؤليتك”. المكان نظيف والغرفه مريحه. الشخص الذي في الاستقبال ليس متعاون مع الزبائن ولاتوجد خدمه لحمل الحقائب وقليل في الكذب,Negative,Positive,0.95817703,0.041822981,0.95817703,FALSE,FALSE
2114,“السعر مختلف”. الاسره والاستقبال والخدمات. حجزت ب52 ودفعت 89 ريال عماني,Negative,Positive,0.957743168,0.042256862,0.957743168,FALSE,FALSE
2921,“غرف صغيره جدا”. الفندق نظيف بالقرب منه كار فور مشي علي الاقدام. صغر الغرف - الواي فاي ضعيف السرعه والارسال - النادي الصحي يغلق في وقت مبكر جدا-,Negative,Positive,0.957390845,0.042609129,0.957390845,FALSE,FALSE
4143,“اسوي فندق بدبي”. لان اكرررررررر الحجز بهذه العزبه. لا شي,Negative,Positive,0.956713438,0.043286525,0.956713438,FALSE,FALSE
241,“ممتازه”. ممتاز. يرجي زياده موظفي الاستقبال,Negative,Positive,0.95647639,0.043523591,0.95647639,TRUE,TRUE
8427,“الامانه”. قريب من المطاعم. ازعاج الموسيقي,Negative,Positive,0.956057489,0.043942526,0.956057489,TRUE,FALSE
4280,“okkkkkkkkkkk”. okkkkkkkkkkkkk. okkkkkkkkkkkkkk,Negative,Positive,0.955661774,0.044338197,0.955661774,TRUE,TRUE
6607,“مسافر شباب”. . عدم توفير ادوات الاستحمام,Negative,Positive,0.955576122,0.044423901,0.955576122,FALSE,FALSE
2431,“شكرا علي التعاون الجميل منالجميع وﻻني لم اقابل ايصعوبات وتم تحقيق المطلوب”. اﻻستقبال الجيداﻻفطار المنوع والماءمون اﻹطﻻله علي البحر طبعا ليست كل الغرف مطله عله البحر. ﻻ شئ,Negative,Positive,0.955511332,0.044488702,0.955511332,TRUE,TRUE
7235,“عدت راضي عن اقامتي في الفندق لكني لست منبهر”. الفندق عادي ومعقولوموقعه ممتاز بالنسبه لي يمكن الوصول له بسهوله تامه لموقعه المميز في شارع الستين. زجاج الغرف لا يمكن فتحه لتجديد هواء الغرفه,Negative,Positive,0.955219865,0.04478018,0.955219865,TRUE,TRUE
1850,“استقبال الفندق”. المصاعد. الموظفونالديكورالمساحهعدم الخصوصيه,Negative,Positive,0.954993248,0.045006819,0.954993248,FALSE,FALSE
2842,“جيده لولا المبالغه في الاسعار”. . المبالغه في زياده الاسعار عندما قمت بالتمديد لثلاثه ايام,Negative,Positive,0.954914093,0.045085959,0.954914093,TRUE,FALSE
3518,“ممتعه”. الغرفه مطله علي البحر. المكيف لايبرد- لايوجد شطاف للحمام,Negative,Positive,0.954067051,0.045932919,0.954067051,FALSE,TRUE
4270,“جيدا جدا”. افطار جدااا تعبان مايستهل دولار في ريحه في الفرش ملاحظه هناك فندق لندن اكتر من واحد وضيعت العنوان وشكرا لكم جزيل الشكر. ولا شي غير .مكان بجانب السوق المترو,Negative,Positive,0.95406121,0.045938756,0.95406121,TRUE,FALSE
8743,“موقع غيرجيد”. وسع الغرف. الموقع. توزيع الغرفه . موقع الغرف وممرات الوصول للغرف. عدم وجود مضلات مع المسبح. عدم وجود دورات مياه في موقع المسبح,Negative,Positive,0.953942835,0.046057202,0.953942835,TRUE,FALSE
588,“جميله نوعا ما”. الخصوصيه. نرجو الاهتمام بوسائل الترفيه في الشاطي الخاص بالنسبه للاطفالوالاهتمام بنظافه الشاطئ فذلك لايكلف سوي جهد بسيطوالاهتمام بتجديد الاثاث وتوفير وسائل راحه اكثر,Negative,Positive,0.951591909,0.048408076,0.951591909,TRUE,FALSE
7164,“جميله”. جميل. كل شي,Negative,Positive,0.951058507,0.048941523,0.951058507,TRUE,TRUE
5909,“الحمدلله علي زياره الحرم الشريف”. التعامل.,Negative,Positive,0.950607359,0.049392682,0.950607359,TRUE,TRUE
5363,“الجواد في الموجود”. موقع الفندق. رائحه الاثاث و المفروشات,Negative,Positive,0.950575769,0.049424239,0.950575769,FALSE,FALSE
8655,“ممان جيد جدا للسكن”. موقع الفندقو مجموعه المطاعم المتنوعه. يحتاج اهتمام اكثر بالنظافه والفرش,Negative,Positive,0.950520754,0.049479198,0.950520754,TRUE,TRUE
6723,“تجربه مقبوله”. نظافه الاثاثهدوء تام. عدم وجود عماله للتنظيف خاصه ان زمن وصولنا كان بالعيد وكانت العماله في اجازه مما تسبب في ركن الاوساخ بين ممرات الغرف واضافه الي ذلك اضطريت لحمل الحقائب بنفسي لنفس السبب وهو اجازه العماله يوم العيدعدم وجود مياه للشرب في المني بار في الغرفهعدم وجود مناديل في بعض الغرفعدم توفر مواقف للفندقاعتقد انه نجمتين ليس اكثر,Negative,Positive,0.949789584,0.05021048,0.949789584,FALSE,FALSE
5328,“جيد”. . ازعاج الشارع,Negative,Positive,0.947749734,0.052250192,0.947749734,TRUE,FALSE
8769,“Abo Anas”. Lobby decoration. Sewage smells all over the roomsI stayed 5 hours the i left the hotelrooms decoration is less than basic and the standard,Negative,Positive,0.947271883,0.052728083,0.947271883,FALSE,FALSE
4378,"“٨،٩”. البيك ممتاز جدا. في الوان علي الحااط",Negative,Positive,0.946961343,0.053038664,0.946961343,TRUE,TRUE
10063,“يتميز بالجوده العاليه”. مكان جميل.,Negative,Positive,0.946763873,0.053236194,0.946763873,TRUE,TRUE
1158,“ملاحظات مهمه لمرتادي هذا الفندق اقرا تعليقاتي”. ديكورات الفندق جميله و نظافه الممرات و قربه من الحرم و تصميم الفندق جميل و مصاعده جيده و اضاءاته هادئه و متناسقه. تعامل موظف الاستقبال المصري غير جيد و غير لبق بطئ جدا وغير مبتسم و البوفيه اصناف الطعام فيه متدنيه جدا و غير لذيذه و غير طازجه الفندق يحتاج اداره قويه و حازمه و للعلم انصح بعدم الدخول لمواقف السيارات لانها ضيقه جدا و اذا دخلت لا يمكن الخروج الا بصعوبه بالغه جدا لا يمكن الخروج الا بالريوس و الاحتراف بالقياده مع بعض الخدوش و للعلم الغرف ضيقه جدا جدا بحيث لا يمكن ان لا يمكنك ان تمر بين السرير و التلفزيون الا بصعوبه,Negative,Positive,0.946231782,0.053768221,0.946231782,TRUE,FALSE
10119,“كل شيء جميل ولكن لم اعهد ويندهام بالدول الاخري مثل ويندهام بدبي توقعت دبي تكون الافضل”. المواقف. ضجه المكانصعوبه الوصول لل جي بي ار التاخر في انزال الشنط واستلام السياره حتي تم الطلب منهم طلك وابلغوني بان الموظف باجازه واحضروا شخص اخر واعتذر لازعاجهم,Negative,Positive,0.945278466,0.054721553,0.945278466,FALSE,FALSE
5548,“موظف الاستقبال المغربي شريف كان رائع وقمه في الذوق وهو مكسب للفندق ارفع له قبعه الاحترام”. . موظف الاستقبال المغربي شريف كان رائع وقمه في الذوق وهو مكسب للفندق ارفع له قبعه الاحترام والتقدير وكذلك مديرالفندق,Negative,Positive,0.94520539,0.054794565,0.94520539,TRUE,TRUE
8615,“تعلم الصيانه لدي الفندق”. موقع الفندق جميع حيث انه قريب من مستشفي الحرس الوطني و ايضا قريب من جهه شمال الرياض. هو الاثاث .. وحصل لي موقف حيث التمس الكهرب و طفت جميع الكهرباء و لم يتم نقلي الي شقه اخري الا ان كانوا الصيانه يعملون بالغرفه لمده ساعتين مما جعلني لم ارتاح في الفندق ورفض منهم لنقلي لغرفه اخري .,Negative,Positive,0.944996059,0.055003922,0.944996059,FALSE,TRUE
3459,“جيده”. الفندق مصمم بطريقه جميله. ضيق المساحه لبوفيه الافطار عدم تواجد المساعدين حولين بوفيه الطعام المساعده والحفاظ علي النظافه,Negative,Positive,0.944660306,0.055339713,0.944660306,TRUE,FALSE
8685,“الخدمات علي اد السعر”. الهدوء. لاشي,Negative,Positive,0.944558263,0.055441741,0.944558263,TRUE,TRUE
348,“فرصه لي التحسين”. . اسلوب موظف الاستقبال غير لائق مع الزبائن,Negative,Positive,0.943896651,0.056103271,0.943896651,FALSE,FALSE
6375,“تجربه بس ماراح اعيدها”. . النامووووووس كثير,Negative,Positive,0.943714797,0.056285169,0.943714797,FALSE,FALSE
6374,“المدينه المنوره”. الموقع جيد والاطلاع رائعه ولكنه غير مناسب لكبار السن. عند تعديل الحجز الرستن غير متعاون,Negative,Positive,0.943713427,0.056286603,0.943713427,TRUE,FALSE
8813,“رحله عمل”. . الاسعار مبالغ فيها الوجبات عاليه السعر.,Negative,Positive,0.943588257,0.05641181,0.943588257,FALSE,FALSE
4289,“التعامل ممتاز تاخير اجرات الدخول ازدحام المصاعد”. تعامل الاستقبال. المصاعد واجرات الدخول واقتطاع ملالغ من الفيزا وسحب مبالغ اخري,Negative,Positive,0.94298017,0.057019893,0.94298017,FALSE,FALSE
6408,“التغيير للافضل”. الموقع مقابل المال. وجبه الفطور,Negative,Positive,0.942527711,0.057472218,0.942527711,TRUE,TRUE
1142,“فندق”. الاستقبال جيد. انترنت لاويوجد,Negative,Positive,0.942034781,0.057965185,0.942034781,TRUE,TRUE
7042,“تطوير مستوي الخدمه”. الراحه والفطار. المواقف سيئه جدا جدا,Negative,Positive,0.941900909,0.058099099,0.941900909,FALSE,TRUE
5437,“بعيد”. مكان نظيف . قريب علي الميترو. بعيده جدا علي السنتر,Negative,Positive,0.941447735,0.058552299,0.941447735,TRUE,FALSE
6626,“رحله عمره من الرياض”. خدمه النقل للحرم. الغرف ضيقه جدا,Negative,Positive,0.941362798,0.058637172,0.941362798,FALSE,FALSE
312,“كويس علي سعره لكن بعيد”. السعرالنت مقبولالمسبح والعاب الاطفالسعه الشقهكل غرفه حمام سوبر ماركت وصيدليه ومطعم تحت الفندقالمواقفالاطلالهالبلكونه. الموظفينالمناشفادوات الحمامالدش - الشاورالسرير مقبول وجيد مقابل السعر,Negative,Positive,0.939905524,0.060094446,0.939905524,FALSE,TRUE
2832,“مجموعه اصدقاء”. الفندق لاباس به. هنالك حشرات صغيره في المطبخ وتجمع الماء في الحمام غير انا طلبنا حذيان للحمام وجابوها لنا ولكنها بغت تطرحنا في السيراميك,Negative,Positive,0.939686,0.06031397,0.939686,TRUE,FALSE
6725,“تقييم صادق”. الموقع قريب جدا من الحرم. السعر مرتع نوعا ما,Negative,Positive,0.939137697,0.060862269,0.939137697,TRUE,FALSE
6732,“جيد”. موقع جميل. غير مسموح بالزوار,Negative,Positive,0.937939584,0.062060449,0.937939584,TRUE,TRUE
7471,“يصلح الفندق للعمل وليس ترفيه”. الموقع مناسب مساحه دوره المياه ممتازه حجم الغرفه مناسب. عدم توفير ادوات دوره المياه الا بالطلب المستمر,Negative,Positive,0.937543511,0.062456455,0.937543511,TRUE,TRUE
9787,“للامانه الفندق شوي. نظيف. يعني كويس للي بينام ويمشي”. . سويت. تسجيل. دخول. الساعه ثمانيه.وحصلت. احد في الغرفه رجعت يمهم بكل. برود. يقولك سوري. مادريت وغير ذا المغرب يقول عندك خروج ماكملا ١٢ ساعه الحمدالله تواصلت مع الشركه بوكنق. وضبطوني,Negative,Positive,0.936721265,0.063278712,0.936721265,FALSE,TRUE
9786,“جيد”. نظافه التكييف ممتاز. القنوات قليله وغير صافيهلايوجد خدمه غسيل ملابس,Negative,Positive,0.935320377,0.064679623,0.935320377,TRUE,TRUE
8004,“حي د”. جيد. جيد,Negative,Positive,0.934660017,0.06534002,0.934660017,TRUE,TRUE
7078,“مكان كان افضل مما توقعت والحمد لله.”. الموظف الذي استقبلني واتم اجراءات الدخول مكسب للفندق. دوره المياه فيها اشكالات,Negative,Positive,0.933620989,0.066379048,0.933620989,FALSE,TRUE
77,“الفندق جيدجدا وقريب جدا من الحرم النبوي”. . التكييف بالغرفه غبر جيد,Negative,Positive,0.932903826,0.067096144,0.932903826,TRUE,FALSE
2090,"“بشكل عام ، لا باس به”. الاثاث والتكييف والقنوات افضل بكثير من ما مضي. جناح رجال الاعمال حسب ما ذكر في البوكينق يستوعب اربعه اشخاص ومع ذلك رفضوا استقبال الزوار !!!مع انهم في السابق لم يرفضوا !!!",Negative,Positive,0.932333052,0.067666948,0.932333052,FALSE,TRUE
8737,“جيد”. نعم. الاثاث و السجاد الارضي,Negative,Positive,0.932159722,0.067840286,0.932159722,TRUE,
9962,“قائمه الثلاجه مبالغ في الاسعار علما بان المنتجات في السوبر ماركت اسعاره عاديه وهم دابلين السعر ل”. كويس النظافه والهدواءوالسرير ليس موريح. الاسعار من ناحيه اسعار الثلاجه الدبل واسعار الشقه مبالغ فيه من ناحيه موقعها,Negative,Positive,0.932090342,0.067909628,0.932090342,FALSE,
1572,“فندق جيد”. السعر. الازعاح وقت النوم,Negative,Positive,0.931982219,0.068017773,0.931982219,TRUE,FALSE
2865,“اقيم الفندق ٤ نجوم”. . لم تكن الديكورات الداخليه بالمستوي لفندق ٥نجوم والمطعم الوحيد في الاوتيل يقدم الاطباق الهنديه فقط لايتناسب مع اذواق الجميع,Negative,Positive,0.931744158,0.068255834,0.931744158,FALSE,
10275,“رائع”. قريب من الحرم نظيف. تعامل خدمات الغرف,Negative,Positive,0.931069672,0.068930395,0.931069672,TRUE,
10502,“جيد”. . عدم السماح للزياره ولو عده ساعات,Negative,Positive,0.931046069,0.068953849,0.931046069,TRUE,FALSE
8135,“الرياض”. . مواقف السيارات زي الزفت,Negative,Positive,0.930951655,0.06904839,0.930951655,FALSE,
7935,“شكرا لكم”. الموقع. الاثاث قديم,Negative,Positive,0.930820346,0.069179654,0.930820346,FALSE,TRUE
3022,“سلامات”. نظيف. بسبب ارتفاع التقييم. اصحاب الفندق رفعو السعر وصار كانه سعر فندق خمس نجوم. هذا يدعي استغلال,Negative,Positive,0.930557132,0.069442794,0.930557132,FALSE,
8832,“السعوديه”. . التدخل في التحكم برفع صوت الموسيقه,Negative,Positive,0.929584742,0.070415221,0.929584742,FALSE,
6714,“الحمدلله”. المساحه جيده الصاله فقط. الغرفه صغيره جدا والسرير ايضاالافضل وجود سجاده بالصاله للجلوس عليها بهذا البرد,Negative,Positive,0.928790689,0.071209289,0.928790689,TRUE,FALSE
3529,“طيبه”. مساحه الشقه- الموقع. تاخر في تشييك الدخول والمغادره- الواي فاي مفترض يكون مجاني- المروش تسيل المياه وسط الحمام,Negative,Positive,0.927294672,0.072705299,0.927294672,FALSE,
4291,“ان شاء الله ما انحد عليهم مره ثانيه”. قربها للمطار ... وساخه الفرش والمراتب اثارت حساسيه عندي بالعيون وحكه .. السخانه خربانه وبموسم الشتاء .. السرير جدا متعب,Negative,Positive,0.925422192,0.074577793,0.925422192,FALSE,
840,“المكيف والسرير”. . اتجاه تبريد المكيف كان بعيد عن مكان السرير اضطررت لتحريك السرير الثقيل حتي اتمكن من النوم,Negative,Positive,0.924467385,0.075532638,0.924467385,FALSE,
3530,“لا يوجد”. هدوء. بعيد من الحرم,Negative,Positive,0.923759341,0.076240584,0.923759341,TRUE,
1427,“جيد اذا كانت الاقامه قصيره جدا”. وجود مصلي بالدو الاول. الغرف بارد,Negative,Positive,0.923465252,0.076534778,0.923465252,FALSE,
3804,“ناجحه الي حد ما”. السرير كان جيد. المياه بها بعض الصداالموكيت قديم,Negative,Positive,0.923180997,0.076818973,0.923180997,TRUE,FALSE
111,“مجرد اقامه بسعر رخيص . .,Negative,Positive,0.922617078,0.077382907,0.922617078,FALSE,
7507,“جيد و لكن !!!!!”. نظافه الفندق و سرير مريح. حجزت لكن الاستقبال اخرونا مع العلم جيت الساعه 2 و انتظرت تقريبا ساعه و نص طاقم الاستقبال جدا ضعيف في اجراءات الدخول لكن في وقت الخروج سريع لا يستحق الاربع نجوم بصراحه و سعر ما يستحق يكون فندق اربعه نجوم المفروض من ثلاثه نجوم و نازل,Negative,Positive,0.921299517,0.078700483,0.921299517,FALSE,
